1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.500000,0
1.000000,-0.000022,-0.000044,0.000022,1.000000,-0.000022,0.000044,0.000022,1.000000,-0.000015,-0.000020,0.499973,0
1.000000,-0.000089,-0.000177,0.000088,1.000000,-0.000089,0.000177,0.000088,1.000000,-0.000059,-0.000082,0.499892,0
1.000000,-0.000199,-0.000398,0.000199,1.000000,-0.000199,0.000398,0.000199,1.000000,-0.000133,-0.000184,0.499757,0
1.000000,-0.000353,-0.000706,0.000353,1.000000,-0.000353,0.000706,0.000353,1.000000,-0.000237,-0.000326,0.499569,0
0.999999,-0.000551,-0.001101,0.000550,1.000000,-0.000551,0.001101,0.000550,0.999999,-0.000369,-0.000509,0.499328,0
0.999998,-0.000792,-0.001582,0.000791,0.999999,-0.000792,0.001583,0.000791,0.999998,-0.000530,-0.000731,0.499034,0
0.999997,-0.001076,-0.002150,0.001074,0.999999,-0.001076,0.002151,0.001074,0.999997,-0.000719,-0.000993,0.498687,0
0.999995,-0.001404,-0.002803,0.001400,0.999998,-0.001404,0.002805,0.001400,0.999995,-0.000937,-0.001295,0.498287,0
0.999992,-0.001774,-0.003541,0.001768,0.999997,-0.001774,0.003544,0.001768,0.999992,-0.001183,-0.001636,0.497835,0
0.999988,-0.002188,-0.004363,0.002178,0.999995,-0.002188,0.004368,0.002178,0.999988,-0.001457,-0.002016,0.497331,0
0.999983,-0.002644,-0.005270,0.002630,0.999993,-0.002644,0.005277,0.002630,0.999983,-0.001758,-0.002435,0.496775,0
0.999975,-0.003142,-0.006260,0.003123,0.999990,-0.003142,0.006270,0.003123,0.999975,-0.002085,-0.002893,0.496167,0
0.999966,-0.003684,-0.007334,0.003657,0.999987,-0.003684,0.007347,0.003657,0.999966,-0.002440,-0.003389,0.495506,0
0.999955,-0.004267,-0.008490,0.004231,0.999982,-0.004267,0.008508,0.004231,0.999955,-0.002821,-0.003923,0.494795,0
0.999941,-0.004893,-0.009727,0.004846,0.999976,-0.004893,0.009751,0.004846,0.999941,-0.003228,-0.004495,0.494031,0
0.999924,-0.005562,-0.011047,0.005500,0.999969,-0.005562,0.011077,0.005500,0.999924,-0.003660,-0.005104,0.493216,0
0.999903,-0.006272,-0.012447,0.006194,0.999961,-0.006272,0.012486,0.006194,0.999903,-0.004117,-0.005751,0.492350,0
0.999878,-0.007025,-0.013928,0.006927,0.999951,-0.007025,0.013976,0.006927,0.999878,-0.004599,-0.006435,0.491433,0
0.999849,-0.007819,-0.015488,0.007699,0.999940,-0.007819,0.015549,0.007699,0.999849,-0.005105,-0.007156,0.490464,0
0.999816,-0.008656,-0.017128,0.008509,0.999926,-0.008656,0.017202,0.008509,0.999816,-0.005635,-0.007913,0.489444,0
0.999777,-0.009535,-0.018847,0.009356,0.999911,-0.009535,0.018936,0.009356,0.999777,-0.006188,-0.008707,0.488373,0
0.999732,-0.010456,-0.020644,0.010241,0.999893,-0.010456,0.020751,0.010241,0.999732,-0.006764,-0.009536,0.487251,0
0.999681,-0.011418,-0.022518,0.011163,0.999872,-0.011418,0.022646,0.011163,0.999681,-0.007362,-0.010402,0.486079,0
0.999623,-0.012423,-0.024469,0.012122,0.999849,-0.012423,0.024620,0.012122,0.999623,-0.007981,-0.011303,0.484855,0
0.999558,-0.013470,-0.026497,0.013116,0.999823,-0.013470,0.026674,0.013116,0.999558,-0.008622,-0.012239,0.483580,0
0.999485,-0.014558,-0.028601,0.014146,0.999794,-0.014558,0.028807,0.014146,0.999485,-0.009283,-0.013210,0.482254,0
0.999403,-0.015689,-0.030780,0.015211,0.999761,-0.015689,0.031019,0.015211,0.999403,-0.009965,-0.014216,0.480878,0
0.999312,-0.016861,-0.033034,0.016311,0.999725,-0.016861,0.033309,0.016311,0.999312,-0.010666,-0.015256,0.479451,0
0.999211,-0.018075,-0.035362,0.017444,0.999684,-0.018075,0.035677,0.017444,0.999211,-0.011386,-0.016330,0.477972,0
0.999100,-0.019331,-0.037763,0.018611,0.999640,-0.019331,0.038123,0.018611,0.999100,-0.012124,-0.017437,0.476443,0
0.998977,-0.020630,-0.040237,0.019811,0.999591,-0.020630,0.040646,0.019811,0.998977,-0.012880,-0.018579,0.474864,0
0.998843,-0.021970,-0.042783,0.021044,0.999537,-0.021970,0.043246,0.021044,0.998843,-0.013652,-0.019753,0.473233,0
