0.011040,0.999053,-0.042097,-0.514630,0.041773,0.856394,0.000000,0.000000,0.000000,-0.003304,0.397703,1.000000,0
0.857367,0.012179,0.514561,0.011065,0.999053,-0.042082,-0.514586,0.041773,0.856421,0.206597,-0.003304,0.496585,0
0.733865,0.010151,0.679219,0.009268,0.999646,-0.024954,-0.679232,0.024608,0.733511,0.168768,-0.003405,0.457385,0
0.612323,0.008850,0.790558,0.008153,0.999813,-0.017507,-0.790565,0.017166,0.612137,0.139378,-0.003002,0.450261,0
0.502814,0.007608,0.864361,0.007058,0.999892,-0.012907,-0.864366,0.012591,0.502706,0.118536,-0.002554,0.449061,0
0.408640,0.006434,0.912673,0.005998,0.999935,-0.009734,-0.912676,0.009452,0.408574,0.108155,-0.002176,0.447868,0
0.329767,0.005368,0.944047,0.005022,0.999960,-0.007441,-0.944049,0.007195,0.329727,0.085945,-0.001652,0.452805,0
0.264722,0.004435,0.964315,0.004159,0.999975,-0.005741,-0.964316,0.005530,0.264697,0.069482,-0.001275,0.458369,0
0.211553,0.003637,0.977360,0.003415,0.999984,-0.004460,-0.977361,0.004282,0.211537,0.058179,-0.000999,0.463186,0
0.168297,0.002966,0.985732,0.002788,0.999990,-0.003485,-0.985732,0.003334,0.168287,0.050714,-0.000793,0.466939,0
0.133175,0.002409,0.991090,0.002265,0.999994,-0.002735,-0.991090,0.002609,0.133169,0.044927,-0.000631,0.470514,0
0.104654,0.001951,0.994507,0.001834,0.999996,-0.002155,-0.994507,0.002049,0.104650,0.039910,-0.000501,0.474331,0
0.081453,0.001576,0.996676,0.001481,0.999997,-0.001702,-0.996676,0.001614,0.081450,0.035718,-0.000397,0.478215,0
0.062517,0.001271,0.998043,0.001193,0.999998,-0.001348,-0.998043,0.001275,0.062516,0.032506,-0.000314,0.481866,0
0.046990,0.001024,0.998895,0.000960,0.999999,-0.001070,-0.998895,0.001009,0.046989,0.030286,-0.000249,0.485116,0
0.034179,0.000823,0.999415,0.000771,0.999999,-0.000850,-0.999415,0.000800,0.034178,0.029015,-0.000198,0.487871,0
0.023523,0.000662,0.999723,0.000619,1.000000,-0.000677,-0.999723,0.000635,0.023523,0.028568,-0.000157,0.490147,0
0.014576,0.000532,0.999894,0.000496,1.000000,-0.000539,-0.999894,0.000504,0.014576,0.028810,-0.000125,0.492013,0
0.006978,0.000427,0.999976,0.000398,1.000000,-0.000430,-0.999976,0.000401,0.006978,0.029627,-0.000099,0.493534,0
0.000440,0.000343,1.000000,0.000319,1.000000,-0.000343,-1.000000,0.000319,0.000440,0.030929,-0.000079,0.494768,0
-0.005268,0.000275,0.999986,0.000255,1.000000,-0.000274,-0.999986,0.000254,-0.005268,0.032645,-0.000063,0.495764,0
-0.010329,0.000221,0.999947,0.000204,1.000000,-0.000219,-0.999947,0.000202,-0.010329,0.034716,-0.000050,0.496563,0
-0.014892,0.000177,0.999889,0.000163,1.000000,-0.000175,-0.999889,0.000161,-0.014892,0.037096,-0.000040,0.497197,0
-0.019073,0.000142,0.999818,0.000131,1.000000,-0.000140,-0.999818,0.000128,-0.019073,0.039749,-0.000032,0.497696,0
-0.022967,0.000114,0.999736,0.000105,1.000000,-0.000112,-0.999736,0.000102,-0.022967,0.042645,-0.000025,0.498082,0
-0.026648,0.000091,0.999645,0.000084,1.000000,-0.000089,-0.999645,0.000081,-0.026648,0.045759,-0.000020,0.498374,0
-0.030176,0.000073,0.999545,0.000067,1.000000,-0.000071,-0.999545,0.000065,-0.030176,0.049071,-0.000016,0.498586,0
-0.033598,0.000059,0.999435,0.000054,1.000000,-0.000057,-0.999435,0.000052,-0.033598,0.052566,-0.000013,0.498731,0
-0.036952,0.000047,0.999317,0.000043,1.000000,-0.000046,-0.999317,0.000041,-0.036952,0.056231,-0.000010,0.498816,0
-0.040268,0.000039,0.999189,0.000034,1.000000,-0.000037,-0.999189,0.000033,-0.040268,0.060055,-0.000009,0.498850,0
-0.043569,0.000032,0.999050,0.000027,1.000000,-0.000031,-0.999050,0.000026,-0.043569,0.064030,-0.000007,0.498833,0
-0.046874,0.000026,0.998901,0.000022,1.000000,-0.000025,-0.998901,0.000021,-0.046874,0.068152,-0.000006,0.498764,0
-0.050198,0.000021,0.998739,0.000018,1.000000,-0.000021,-0.998739,0.000017,-0.050198,0.072418,-0.000005,0.498637,0
-0.053553,0.000018,0.998565,0.000014,1.000000,-0.000017,-0.998565,0.000013,-0.053553,0.076822,-0.000004,0.498451,0
-0.056947,0.000014,0.998377,0.000011,1.000000,-0.000014,-0.998377,0.000010,-0.056947,0.081349,-0.000003,0.498227,0
-0.060386,0.000012,0.998175,0.000009,1.000000,-0.000011,-0.998175,0.000008,-0.060386,0.085986,-0.000003,0.497987,0
-0.063878,0.000010,0.997958,0.000007,1.000000,-0.000009,-0.997958,0.000007,-0.063878,0.090730,-0.000002,0.497737,0
-0.067424,0.000008,0.997724,0.000006,1.000000,-0.000008,-0.997724,0.000005,-0.067424,0.095580,-0.000002,0.497475,0
-0.071029,0.000007,0.997474,0.000005,1.000000,-0.000006,-0.997474,0.000004,-0.071029,0.100536,-0.000001,0.497196,0
-0.074694,0.000005,0.997206,0.000004,1.000000,-0.000005,-0.997206,0.000003,-0.074694,0.105596,-0.000001,0.496898,0
-0.078421,0.000004,0.996920,0.000003,1.000000,-0.000004,-0.996920,0.000003,-0.078421,0.110761,-0.000001,0.496576,0
-0.082210,0.000004,0.996615,0.000002,1.000000,-0.000003,-0.996615,0.000002,-0.082210,0.116028,-0.000001,0.496229,0
-0.086062,0.000003,0.996290,0.000002,1.000000,-0.000003,-0.996290,0.000002,-0.086062,0.121396,-0.000001,0.495854,0
-0.089977,0.000002,0.995944,0.000002,1.000000,-0.000002,-0.995944,0.000001,-0.089977,0.126862,-0.000001,0.495450,0
-0.093955,0.000002,0.995576,0.000001,1.000000,-0.000002,-0.995576,0.000001,-0.093955,0.132426,-0.000000,0.495015,0
-0.097995,0.000002,0.995187,0.000000,1.000000,-0.000002,-0.995187,0.000000,-0.097995,0.138085,-0.000000,0.494550,0
-0.102097,0.000001,0.994774,0.000000,1.000000,-0.000001,-0.994774,0.000000,-0.102097,0.143837,-0.000000,0.494051,0
-0.106259,0.000001,0.994338,0.000000,1.000000,-0.000001,-0.994338,0.000000,-0.106259,0.149681,-0.000000,0.493519,0
-0.110482,0.000001,0.993878,0.000000,1.000000,-0.000001,-0.993878,0.000000,-0.110482,0.155613,-0.000000,0.492952,0
-0.114763,0.000001,0.993393,0.000000,1.000000,-0.000001,-0.993393,0.000000,-0.114763,0.161632,-0.000000,0.492350,0
-0.119103,0.000001,0.992882,0.000000,1.000000,-0.000001,-0.992882,0.000000,-0.119103,0.167737,-0.000000,0.491711,0
-0.123499,0.000000,0.992345,0.000000,1.000000,-0.000000,-0.992345,0.000000,-0.123499,0.173924,-0.000000,0.491035,0
-0.127950,0.000000,0.991781,0.000000,1.000000,-0.000000,-0.991781,0.000000,-0.127950,0.180193,-0.000000,0.490320,0
-0.132456,0.000000,0.991189,0.000000,1.000000,-0.000000,-0.991189,0.000000,-0.132456,0.186540,-0.000000,0.489566,0
-0.137015,0.000000,0.990569,0.000000,1.000000,-0.000000,-0.990569,0.000000,-0.137015,0.192965,-0.000000,0.488772,0
-0.141626,0.000000,0.989920,0.000000,1.000000,-0.000000,-0.989920,0.000000,-0.141626,0.199464,-0.000000,0.487936,0
-0.146287,0.000000,0.989242,0.000000,1.000000,-0.000000,-0.989242,0.000000,-0.146287,0.206036,-0.000000,0.487059,0
-0.150998,0.000000,0.988534,0.000000,1.000000,-0.000000,-0.988534,0.000000,-0.150998,0.212678,-0.000000,0.486138,0
-0.155756,0.000000,0.987796,0.000000,1.000000,-0.000000,-0.987796,0.000000,-0.155756,0.219389,-0.000000,0.485173,0
-0.160560,0.000000,0.987026,0.000000,1.000000,-0.000000,-0.987026,0.000000,-0.160560,0.226166,-0.000000,0.484163,0
-0.165410,0.000000,0.986225,0.000000,1.000000,-0.000000,-0.986225,0.000000,-0.165410,0.233007,-0.000000,0.483107,0
-0.170303,0.000000,0.985392,0.000000,1.000000,-0.000000,-0.985392,0.000000,-0.170303,0.239910,-0.000000,0.482004,0
-0.175239,0.000000,0.984526,0.000000,1.000000,-0.000000,-0.984526,0.000000,-0.175239,0.246872,-0.000000,0.480852,0
-0.180215,0.000000,0.983627,0.000000,1.000000,-0.000000,-0.983627,0.000000,-0.180215,0.253890,-0.000000,0.479649,0
-0.185230,0.000000,0.982695,0.000000,1.000000,-0.000000,-0.982695,0.000000,-0.185230,0.260962,0.000000,0.478395,0
-0.190284,-0.000000,0.981729,-0.000000,1.000000,0.000000,-0.981729,0.000000,-0.190284,0.268084,0.000000,0.477085,0
-0.195374,-0.000000,0.980729,-0.000000,1.000000,0.000000,-0.980729,0.000000,-0.195374,0.275253,0.000000,0.475717,0
-0.200500,-0.000000,0.979694,-0.000000,1.000000,0.000000,-0.979694,0.000000,-0.200500,0.282464,0.000000,0.474284,0
-0.205659,-0.000000,0.978624,-0.000000,1.000000,0.000000,-0.978624,0.000000,-0.205659,0.289709,0.000000,0.472776,0
-0.210850,-0.000000,0.977518,-0.000000,1.000000,0.000000,-0.977518,0.000000,-0.210850,0.296976,0.000000,0.471173,0
-0.216072,-0.000000,0.976377,-0.000000,1.000000,0.000000,-0.976377,0.000000,-0.216072,0.304243,0.000000,0.469439,0
-0.221324,-0.000000,0.975200,-0.000000,1.000000,0.000000,-0.975200,0.000000,-0.221324,0.311496,0.000000,0.467568,0
-0.226604,-0.000000,0.973987,-0.000000,1.000000,0.000000,-0.973987,0.000000,-0.226604,0.318980,0.000000,0.466163,0
-0.231910,-0.000000,0.972737,-0.000000,1.000000,0.000000,-0.972737,0.000000,-0.231910,0.326515,0.000000,0.464710,0
-0.237241,-0.000000,0.971451,-0.000000,1.000000,0.000000,-0.971451,0.000000,-0.237241,0.334085,0.000000,0.463182,0
-0.242595,-0.000001,0.970128,-0.000000,1.000000,0.000001,-0.970128,0.000000,-0.242595,0.341684,0.000000,0.461572,0
-0.247972,-0.000001,0.968767,-0.000000,1.000000,0.000001,-0.968767,0.000000,-0.247972,0.349308,0.000000,0.459880,0
-0.253370,-0.000001,0.967370,-0.000000,1.000000,0.000001,-0.967370,0.000000,-0.253370,0.356955,0.000000,0.458110,0
-0.258787,-0.000001,0.965935,-0.000000,1.000000,0.000001,-0.965935,0.000000,-0.258787,0.364625,0.000000,0.456266,0
-0.264221,-0.000001,0.964462,-0.000000,1.000000,0.000001,-0.964462,0.000000,-0.264221,0.372317,0.000000,0.454353,0
-0.269672,-0.000001,0.962952,-0.000000,1.000000,0.000001,-0.962952,0.000000,-0.269672,0.380028,0.000000,0.452374,0
-0.275138,-0.000001,0.961405,-0.000000,1.000000,0.000001,-0.961405,0.000000,-0.275138,0.387758,0.000000,0.450331,0
-0.280618,-0.000001,0.959820,-0.000000,1.000000,0.000001,-0.959820,0.000000,-0.280618,0.395505,0.000000,0.448226,0
-0.286109,-0.000001,0.958197,-0.000000,1.000000,0.000001,-0.958197,0.000000,-0.286109,0.403268,0.000000,0.446062,0
-0.291611,-0.000001,0.956537,-0.000000,1.000000,0.000001,-0.956537,0.000000,-0.291611,0.411045,0.000000,0.443840,0
-0.297123,-0.000001,0.954839,-0.000000,1.000000,0.000001,-0.954839,0.000000,-0.297123,0.418834,0.000000,0.441561,0
-0.302642,-0.000001,0.953104,-0.000000,1.000000,0.000001,-0.953104,0.000000,-0.302642,0.426634,0.000000,0.439226,0
-0.308167,-0.000001,0.951332,-0.000000,1.000000,0.000001,-0.951332,0.000000,-0.308167,0.434442,0.000000,0.436836,0
-0.313698,-0.000001,0.949523,-0.000000,1.000000,0.000001,-0.949523,0.000000,-0.313698,0.442257,0.000000,0.434392,0
-0.319232,-0.000001,0.947677,-0.000000,1.000000,0.000001,-0.947677,0.000000,-0.319232,0.450077,0.000000,0.431894,0
-0.324768,-0.000001,0.945794,-0.000000,1.000000,0.000001,-0.945794,0.000000,-0.324768,0.457901,0.000000,0.429343,0
-0.330305,-0.000001,0.943874,-0.000000,1.000000,0.000001,-0.943874,0.000000,-0.330305,0.465725,0.000000,0.426739,0
-0.335841,-0.000001,0.941919,-0.000000,1.000000,0.000001,-0.941919,0.000000,-0.335841,0.473549,0.000000,0.424084,0
-0.341376,-0.000001,0.939927,-0.000000,1.000000,0.000001,-0.939927,0.000000,-0.341376,0.481371,0.000000,0.421378,0
-0.346907,-0.000001,0.937900,-0.000000,1.000000,0.000001,-0.937900,0.000000,-0.346907,0.489188,0.000000,0.418620,0
-0.352433,-0.000001,0.935837,-0.000000,1.000000,0.000001,-0.935837,0.000000,-0.352433,0.496999,0.000000,0.415813,0
-0.357953,-0.000001,0.933740,-0.000000,1.000000,0.000001,-0.933740,0.000000,-0.357953,0.504801,0.000000,0.412956,0
-0.363465,-0.000001,0.931608,-0.000000,1.000000,0.000001,-0.931608,0.000000,-0.363465,0.512594,0.000000,0.410051,0
-0.368969,-0.000001,0.929442,-0.000000,1.000000,0.000001,-0.929442,0.000000,-0.368969,0.520375,0.000000,0.407096,0
-0.374462,-0.000001,0.927242,-0.000000,1.000000,0.000001,-0.927242,0.000000,-0.374462,0.528142,0.000000,0.404095,0
-0.379945,-0.000001,0.925009,-0.000000,1.000000,0.000001,-0.925009,0.000000,-0.379945,0.535893,0.000000,0.401046,0
-0.385414,-0.000001,0.922744,-0.000000,1.000000,0.000001,-0.922744,0.000000,-0.385414,0.543627,0.000000,0.397952,0
